kvartal,dy_obs,dc_obs,dinv_obs,dx_obs,dm_obs,pi_obs,dw_obs,i_R_obs,i_3m_obs,ds_obs,dpO_obs,dyS_obs,dh_obs,db_obs
2018-09-30,-0.0019743962009127376,-0.010273182323471667,0.006766815208075801,0.015434856484628582,-0.009188470678634835,0.021662053602345216,-0.007356207889754343,-0.004774188805917002,-0.004502699637658903,-0.0011162531602845853,-0.0028637300702286806,0.010163957777605814,-0.009566987439666857,-0.006475813252775018
2018-12-31,0.002101515165318018,0.002672968018808638,-0.006697893395348057,-0.0392431413887179,-0.01684891176053961,-0.009137316086444608,-0.005249481883568122,-0.0042068811136093025,-0.004094366304325577,0.0008456908099490519,-0.0977777103190939,0.013200869820782614,-0.007940000509373019,-0.005288948493981869
2019-03-31,-0.0005609666981794721,0.003088880678633962,0.042975161028587824,0.02897964973298936,0.033324832613639596,-0.0116148058893156,-0.004626085708669861,-0.004147357304085502,-0.003886032970992228,0.00880256762360503,-0.0960335962558493,0.016018673816075513,-0.0069176276213797905,-0.004613185143694685
2019-06-30,0.004824493872522522,-0.012300668590361533,0.008956809168964061,0.01189018186675969,0.0049185712000213554,0.0004184559181585057,-0.004916671786248897,-0.0035172259411955275,-0.003427699637658903,-0.0062597212558721076,0.07992433554365884,0.019666461872779813,-0.006502976037083802,-0.004393452800874107
2019-09-30,0.002833419797580488,0.0009003466703596166,0.014994203368367029,-0.04220995065842584,0.010414897201946311,-0.009322000152589632,-0.005934096832520011,-0.0028905932348214274,-0.002902699637658903,0.009560401237962247,-0.11840946598998227,0.019825811782610715,-0.0065957454016749295,-0.004550856924257494
2019-12-31,-0.007230131718358807,-0.008240780219054536,-0.03421244115174123,0.042328486938914084,-0.027769862618535104,-0.010570622200777174,-0.00791922055987139,-0.0023318811136093026,-0.0024943663043255774,0.021036232844089665,0.01108499104053094,0.021082466901817316,-0.006407378349840148,-0.004636349065891941
2020-03-31,-0.032703305013436504,-0.014713857550356516,-0.008877588948314322,-0.009628275407558647,-0.010717505518671138,-0.029747027663272613,-0.009015770082574717,-0.0027713342386093023,-0.003311032970992228,0.03242866003683957,-0.23990553778640047,-0.0020099688599657856,-0.004410772029292492,-0.0035480402258324367
2020-06-30,-0.05717748230769011,-0.12469819597704128,-0.028841422831174593,-0.0767641731209329,-0.2010063956675491,0.00014396686723153196,-0.00910429388890445,-0.005838237045812702,-0.006219366304325577,0.04706088047522998,-0.5364240256467702,-0.12055634935649108,-0.000504007864284145,-0.0012128341074607567
2020-09-30,0.038696566110210925,0.07768922571051635,-0.003494857900182961,0.028694194134209455,0.0858907901410547,0.007102581155280424,-0.007788586716733006,-0.0060818811136093024,-0.006527699637658903,-0.0349571623612583,0.35801162509468,-0.028175326659041284,0.005340823678256196,0.0024256355352804144
2020-12-31,0.004510237130201416,-0.0081732643603765,-0.01203697570911029,-0.012591358906744262,-0.014034288774856256,-0.02139403978474838,-0.006291617674628283,-0.0060818811136093024,-0.0060860329709922275,0.004552835037257719,0.022164397841624703,-0.021557597943329183,0.010708051205585295,0.005795668955888346
2021-03-31,-0.004243182363055171,-0.020783706129794445,0.04010374070895199,0.022583369860325136,-0.06195273084690024,0.03605828498367139,-0.004925078864954982,-0.0060818811136093024,-0.006069366304325578,-0.051446093684897234,0.3101192579195692,-0.018190412113996985,0.012969919743583108,0.007289443959653476
2021-06-30,0.008479689999663902,0.009257782355920305,-0.023963122502151005,0.06105635294068232,0.046498509142461994,-0.005175029650721891,-0.003117972436688446,-0.0060818811136093024,-0.006569366304325578,-0.02004205974212576,0.1123010407930166,0.0006256056113186144,0.012598370989357593,0.007247225349946597
2021-09-30,0.0181461331765788,0.06310215729933862,0.0012295567367706503,-0.007102245177349616,0.03945544487518125,0.03262136895797277,-0.0006847341093750986,-0.006034532628760828,-0.006069366304325578,0.01933130458544934,0.05353301983402768,0.005395983810918814,0.009973274737789889,0.005915491431736421
2021-12-31,0.009519465976342827,0.021065570278242483,-0.012458443991351056,-0.001359322157531125,0.030914238662114055,0.022813483505040116,0.0011575070568087126,-0.005360727267455477,-0.005052699637658902,-0.03845173496763561,0.06968591763273145,0.014314907656742214,0.005330876695860215,0.0033142767231971754
