,dy_obs,dy_obs_level,dc_obs,dc_obs_level,dinv_obs,dinv_obs_level,dx_obs,dx_obs_level,dm_obs,dm_obs_level,pi_obs,pi_obs_level,dw_obs,dw_obs_level,dh_obs,dh_obs_level,i_R_obs,i_R_obs_level,i_3m_obs,i_3m_obs_level,ds_obs,ds_obs_level,dpO_obs,dpO_obs_level,u_obs,dyS_obs,dyS_obs_level,db_obs,db_obs_level,covid_flag
2014Q4,-0.06972603436670455,13.651774417377325,-0.15685296630028922,12.976372978401344,-2.521773824625621,12.464892173296853,1.8755261980332694,13.197734266028936,-5.310305746936452,12.767997194795306,-0.8655328659637056,4.591071261608589,,,-1.8254227796892464,4.551769409260976,-0.3217279195928702,1.4563492063492063,-0.1149204787037183,1.4447619047619047,3.1544702604659856,2.149296078863289,-29.582722684374044,4.336365067430995,0.022166879120879557,-0.34301159821990557,-0.21122282546369053,-1.4836956521739149,0.060467746767089686,0
2015Q1,0.05097450245534474,13.658513999128761,1.4450018825200273,12.998746105642182,-1.8770694235134706,12.454384793697246,0.6725975309542409,13.207883977070761,2.0794857544954564,12.797710219488334,-1.1406062711527247,4.594109238628667,-4.19333576997397,6.25344412220739,2.3260791494432045,4.5880240271531205,-0.3733152211801718,1.25,-0.16313476441800395,1.251904761904762,1.3208956013001592,2.1669717159491886,-35.60071320614134,3.9885598227828583,0.4872938791208794,-0.29880857283686946,-0.16701980008065442,-1.4836956521739149,0.060467746767089686,0
2015Q2,-0.34432928122532247,13.66130054304339,-0.28731797985991114,13.00379603425922,-0.8548097665943594,12.45410001066683,-0.4445111224298171,13.206862601578745,-1.1711302510679662,12.794917084125727,1.401359024307633,4.603502128887395,,,1.9040944931009152,4.620058798481842,,,,,,,12.472954214087725,4.121491252337012,0.5342688791208792,0.09080113006866394,0.222589902824879,-1.350362318840581,0.06172205862799685,0
2015Q3,-0.45837611720019056,13.662946618598271,-0.4293103766550431,13.007426038908308,-2.577040351901298,12.436592921783344,1.9610393428670736,13.229896730739698,-1.8397413216842313,12.785437838056957,-0.8893731738358972,4.607168188650764,,,-1.6942498853128163,4.616110126026426,-0.4396030999680506,0.9848484848484849,-0.23357307610631567,0.9701515151515152,4.098407804222798,2.2124224750643147,-20.881103078112652,3.920882108969163,0.7896318791208792,-0.08328403432873557,0.04850473842747949,-1.3170289855072488,0.0620353909194527,0
2015Q4,-0.7368510918156963,13.661807944406997,-0.4840661793887734,13.010508485530059,-0.9813049503976806,12.435043186914895,-1.1647644267761248,13.22167282220422,0.5568209789512205,12.799924214994542,1.089073500553392,4.615780365100107,,,-3.297451108819539,4.596129441335942,-0.4983152211801718,0.75,-0.2858375173941945,0.76109375,1.6946227767795028,2.233835383905008,-15.501533724682318,3.7740686591356165,0.7924668791208793,-0.030425406517210513,0.10136336623900455,-1.5836956521739154,0.059525979314026804,0
2016Q1,-0.1927868958807173,13.666109912175072,0.7515592249121595,13.025947186194818,1.7233928535987224,12.460540430086409,-1.206101242246086,13.21303554551404,-0.8178497647241675,12.800663884495373,1.4518797940765134,4.625299557283257,-8.33054517405317,6.270799378071934,2.366208528741053,4.632785353021065,-0.5054873523277128,0.7213114754098361,-0.2970535778450142,0.7162295081967213,1.5764138523814806,2.2540662035017207,-26.054598863104786,3.5217245579178456,1.0572158791208794,-0.09348295979934587,0.03830581295686919,-1.7503623188405824,0.05795439326055605,0
2016Q2,-0.47006265477234366,13.667639122354231,-1.6216533633715757,13.01765376097674,2.685915152931924,12.495662896251256,-1.9387397759159353,13.197071883487164,-2.152565671590347,12.788056394927542,2.579330457750681,4.637637376125593,,,2.798379803492578,4.673762977453703,-0.5608152211801718,0.5,-0.3533690194103235,0.4909677419354838,-2.6321454631258403,2.2322114299433604,28.92545817758164,3.819181027106939,0.9835338791208796,-0.11398775289525157,0.017801019860963496,-1.7503623188405824,0.05795439326055605,0
2016Q3,-0.20821310185803754,13.671786828062533,-1.1324453322805939,13.014252416069573,1.5580314638027963,12.519506525524811,0.855174825593038,13.209047367475376,3.6516701725433958,12.833491263801049,1.1141041982858675,4.646312129319266,,,0.5508088987609783,4.692264892839025,-0.5608152211801718,0.5,-0.34539125792449754,0.5228787878787878,-0.7881460811299315,2.228796650204959,-0.30756663306356447,3.82430724818958,1.1539508791208792,-0.12210654448551075,0.009682228270704307,-1.6170289855072477,0.05921185963184603,0
2016Q4,-0.8118177882707107,13.669898486906709,1.3574941985889621,13.0357504664711,-2.934106263350382,12.498428777526835,2.7913503704867524,13.240384606912526,-2.490683876935231,12.81750259217977,-0.5683699108325917,4.650780697240144,,,-1.2993826397712083,4.692264892839025,-0.5608152211801718,0.5,-0.3510328298941945,0.5003125,-3.201301395107431,2.201250317326783,6.037635462634523,3.8928854902292023,0.9381408791208798,-0.013172472772565752,0.11861629998364931,-1.4170289855072484,0.06109509935981083,0
2017Q1,0.6916559341620692,13.683044882975212,0.8490489286658544,13.052164064173397,2.4058510106313284,12.530750602268675,-3.832515056655731,13.205483192078251,-0.879338280780397,12.817627376520038,-2.355797079183622,4.650780697240144,-6.2246872100519255,6.293419278846481,2.3897446532345814,4.729156165769083,-0.5608152211801718,0.5,-0.353149416432656,0.4918461538461538,-0.9694681951077202,2.196022316448604,8.035965631106276,3.981447033953542,0.7720518791208795,0.3824392375997687,0.5142280103559838,-1.1170289855072477,0.06391332574365285,0
2017Q2,0.46296285807605186,13.693904348282855,-1.1155073270589044,13.048932099318446,-2.5320551465465564,12.513693365438737,4.704284070587369,13.255949768516407,-0.11525754018961909,12.825392968266215,0.6899029149144504,4.658394947225389,,,-0.15751691725001238,4.740574822994295,,,,,,,-8.658467606062606,3.903064245306193,0.6060548791208795,0.5375272990630553,0.6693160718192703,-1.1170289855072477,0.06391332574365285,0
2017Q3,0.062299325226452984,13.700757178262002,-0.25758292522465076,13.054279378481837,-1.0685033251034022,12.51127164682323,0.5154145016520306,13.26452764926521,-0.3881522776218579,12.830429612638069,-1.2196120009233673,4.66123540992104,,,-3.685708867100802,4.716711560720999,-0.5608152211801718,0.5,-0.35057249335573293,0.5021538461538462,3.46663423386529,2.235155339860155,4.188700436519206,3.9531531370846618,0.3595638791208797,0.6966177111261806,0.8284064838823957,-1.2170289855072483,0.06297479916138839,0
2017Q4,-0.020263015873903223,13.706784384830145,1.3058800737771348,13.075261287635247,0.009946910952192689,12.51963443056828,-6.948103477327408,13.198470350224218,1.6810566841551005,12.856158346627693,-1.2228301533686952,4.664067827235577,,,-3.013452570913456,4.699570861409576,-0.5608152211801718,0.5,-0.35400778029101987,0.4884126984126984,2.2654338656855453,2.2622763595899085,15.599793503952895,4.117352959537468,0.32559787912087934,1.0488430732525356,1.1806318460087506,-1.350362318840581,0.06172205862799685,0
2018Q1,-0.20611684167642097,13.710953053140264,-0.6293392773312733,13.076891003277572,-1.687301605689799,12.511024729146909,0.08854678347805728,13.20277955379128,-3.9018953314629474,12.826057560461136,0.27537920538648075,4.670645767947002,-4.117272225964129,6.321307717081248,0.5934183487805933,4.718498871295094,-0.5608152211801718,0.5,-0.3529657936038719,0.4925806451612903,-0.15468299717073558,2.265196210691099,7.7098262164165225,4.20265310911491,0.2048348791208796,0.8897089807248493,1.0214977534810643,-1.6503623188405818,0.058897641247485415,0
2018Q2,-0.016095761893611504,13.71702193224821,-0.011106547155823487,13.084703046221652,1.7975057145080036,12.537263100927516,2.2122422409281826,13.228325711932845,2.1378350251419302,12.856354077860628,2.238386591703398,4.68213122712422,,,2.553983760453148,4.757032535297338,-0.5608152211801718,0.5,-0.3524026215608611,0.49483333333333335,-1.2856676417052517,2.256806215346945,10.039866940042849,4.311253665928615,0.07308087912087968,1.0756042283195788,1.2073930010757938,-1.8170289855072488,0.05732506661926935,0
2018Q3,-0.22596043607856786,13.720992164614307,-1.0330889327328707,13.082295265309961,0.6109163564282888,12.551635579127327,1.4803069093902355,13.24655251675903,-1.0668058552891342,12.85460418645581,2.18621888579221,4.6934862670366595,,,-2.4225045967212875,4.745801315727837,-0.555045990410941,0.5230769230769231,-0.345149416432656,0.5238461538461539,-0.18752536882630816,2.25939764273158,-0.10324923897739136,4.318423060952118,0.27724687912087953,0.8921387024081151,1.0239274751643301,-1.9170289855072484,0.05638033343610769,0
2018Q4,0.1816307005445077,13.729038308346635,0.26152610149515987,13.09283363474055,0.09699319341404833,12.560868825696994,-3.987492877944413,13.210101323711868,-1.832849963479612,12.845193853969086,-0.8937180830867724,4.697141464526902,,,-3.6731204665957815,4.722063937459591,-0.4983152211801718,0.75,-0.27809508187832144,0.792063492063492,0.00866902819714438,2.2639510140864494,-9.594647263863912,4.230678475726756,0.06353887912087952,1.1466829698470715,1.2784717426032866,-2.0503623188405813,0.05511929922107953,0
2019Q1,-0.08461748580524131,13.734421970215465,0.30311736747769225,13.103787916830965,3.675970511899114,12.605891845451513,2.834786234226313,13.241872921786413,3.1845244739383087,12.885957265856542,-1.1414670633738715,4.700177289566426,-1.5610576796642448,6.355586691681764,1.334659021669603,4.748404354073999,-0.49236284022779087,0.7738095238095238,-0.2811903199735596,0.7796825396825396,0.8043567095626978,2.2764612622549745,-9.420235857539453,4.144678004564638,0.10060187912087937,1.5057180023953054,1.6375067751515204,-1.9503623188405816,0.05606522393294891,0
2019Q2,0.4539285712649581,13.745191092654997,-1.2358375594218574,13.099352649652385,1.7570767429873917,12.631725927516914,1.1258394476033462,13.256555051994729,0.3438983325764847,12.89831441633038,0.061859117373539,4.706221430057819,,,1.5201121143910912,4.776599301615622,,,,,,,8.175557322411361,4.234635465202029,-0.3170821208791206,1.8511642349044644,1.9829530076606794,-2.0503623188405813,0.05511929922107953,0
2019Q3,0.2548211637707547,13.753969141019587,0.0842639666502577,13.108118397734525,2.153161461426874,12.66152085676671,-4.2841738049152065,13.21713704967786,0.8935309327689803,12.916167892806142,-0.9121864897012748,4.709830456531525,,,-2.0604856795848345,4.768988271217486,-0.3666864333013839,1.2765151515151516,-0.15580792459116416,1.2812121212121212,0.6249359999032142,2.2871773033269047,-11.65782283095275,4.126259124305778,0.05001987912087946,1.9474895594074482,2.079278332163663,-2.4503623188405816,0.05132662716534063,0
2019Q4,-0.7515339878231748,13.752683637868238,-0.8298487222911576,13.107743018927252,-1.2409817422230724,12.657374353980007,4.169669954818786,13.26225748495833,-2.9249450492791613,12.895836609461423,-1.037048694520029,4.713127327493184,,,-3.4444670340185066,4.747537427275013,-0.3108152211801718,1.5,-0.0991268279100675,1.507936507936508,2.0277232316111613,2.3119212167159144,1.2916228720985707,4.147377240440041,0.32951687912087957,2.0705759663905874,2.2023647391468026,-2.6170289855072477,0.04974209189481401,0
2020Q1,-3.2988513173309446,13.72592496142181,-1.4771564554213557,13.100894562788676,-3.5536617424468937,12.630101051191065,-1.0260062798284875,13.255421157892327,-1.2197093392927645,12.892557683216568,-2.954689240769573,4.711630097089219,-3.0924385726872714,6.386037214049723,0.6757781791801187,4.767289035464526,-0.3547605336801718,1.32421875,-0.1474781423941945,1.31453125,3.1669659508861523,2.348057557297674,-23.80743001059457,3.917504827747372,-0.09808512087912069,-0.02333522889648501,0.10845354385973005,-2.850362318840581,0.047519515967976364,1
2020Q2,-5.746269046756305,13.67469210768113,-12.47559029808983,12.984061768223416,-5.277025699320207,12.58559410883339,-7.739596051165912,13.18144893311295,-20.24859835418056,12.698989866822835,0.03441021228048635,4.717605615317879,,,2.291817462498779,4.803201036487226,,,,,,,-53.459278796631544,3.3911139271943336,0.6470498791208792,-11.585613816712206,-11.453825043955991,-3.183695652173915,0.04433581382005162,1
2020Q3,3.8411357950337983,13.71933330235835,7.763151870665932,13.069616395345713,0.13917214714873227,12.595249144940405,2.8062406743483224,13.212935075588716,8.44112022667982,12.792319236237706,0.7302716410860861,4.725320787118553,,,0.08556821386524915,4.817050545023591,-0.6858152211801718,0.0,-0.4769442882275278,-0.0033333333333333335,1.505239813091369,2.367576636501486,35.984286277513476,3.7591586773827452,1.2560548791208799,-2.6031170596465727,-2.4713282868903574,-3.0836956521739154,0.045291989191706815,1
2020Q4,0.4225028970328475,13.729788168055562,-0.823097136423354,13.069308532397118,-1.0695518606288297,12.592816940969644,-1.322314629747049,13.203135665023527,-1.5513876649112763,12.785723526736666,-2.1193904529171497,4.72591180368422,,,-0.9762805816265774,4.820281565605037,-0.6858152211801718,0.0,-0.47611095489419447,0.0,0.3793834509279667,2.3758371520836636,2.3995635522079466,3.7913562003181016,1.2977628791208797,-1.5536986420595122,-1.4219098693032972,-2.883695652173915,0.04720160148429416,1
2021Q1,-0.4528390522928112,13.731489614259516,-2.0841413133651487,13.056390227679104,3.5250918550378834,12.63633117415555,2.1951582469598905,13.228510983225409,-6.343231872115675,12.731209375163582,3.6258420239248275,4.740865901441991,-1.4941698718071592,6.420483408169882,3.9629228627426674,4.872904620630176,-0.6858152211801718,0.0,-0.4762300025132421,-0.0004761904761904762,-5.220509421287528,2.3280987389436865,31.195049560002396,4.1115085833314025,1.2762308791208792,-1.1683071947466195,-1.0365184219904044,-2.883695652173915,0.04720160148429416,1
2021Q2,0.8194481839790961,13.74591393282619,0.9200075352063265,13.073513411446806,-4.554438227202121,12.599050106519057,6.042456554995609,13.292359284507647,4.5018921268205485,12.78514646357986,-0.49748943951450064,4.7455116705411635,,,3.4082478800237173,4.919980925828125,,,,,,,11.413227847347137,4.233842749218151,1.24331487912088,0.09352211196051227,0.22531088471672733,-2.6170289855072477,0.04974209189481401,1
2021Q3,1.7860925016705858,13.770004694569778,6.304445029548158,13.144480970157925,-0.13042553664628753,12.606009165788121,-0.7734032568075844,13.288048987671853,3.7975857000924744,12.832040487728857,3.2821504213549653,4.75960653929251,,,-1.66501376008228,4.916324614625014,-0.6810803726953233,0.01893939393939394,-0.47137610640934596,0.01893939393939394,0.22379248602655805,2.33480334487685,5.5364257514482444,4.29740889414591,0.3948628791208799,0.4284595990514928,0.5602483718077078,-2.5503623188405813,0.05037620732506687,1
2021Q4,0.9234257816469886,13.78546878911313,2.100786327438544,13.173411941847949,0.6892119409102243,12.62116459983275,-0.19911095482573532,13.289481613855878,2.9434650787857546,12.870393305664788,2.3013618760617,4.771249436680623,,,-3.2225188325599294,4.897093252697127,-0.6136998365647872,0.28846153846153844,-0.40399557027880983,0.28846153846153844,-3.921073549561366,2.3000592904541346,7.151715531318621,4.377127936872373,-0.0025131208791204784,1.1672905668153433,1.2990793395715583,-2.650362318840582,0.04942488332752298,1
2022Q1,0.21735007705034604,13.793872126610516,-2.7176538122865113,13.154158512140722,1.1474447799964387,12.640902362268243,-0.5944903513841393,13.28696044607432,-1.6963121498646334,12.862348351314214,0.4575497272613611,4.778282803696736,,,3.2269374248122364,4.942356453342962,-0.5559324086801718,0.51953125,-0.34622814239419447,0.51953125,-0.9502520825608043,2.2950234507014247,22.85259698635914,4.6138557941492415,-0.3722291208791204,0.6644510902822931,0.7962398630385081,-2.7170289855072483,0.04879016416943205,0
2022Q2,0.8427281874210573,13.80852924521161,2.1378737673555603,13.183460358229915,-2.5630184831814824,12.623535492071955,1.0697602168663412,13.301081783975265,5.9723255716635375,12.930989774178922,7.173739495372752,4.802106645133127,,,2.6199433460485135,4.981549713201159,,,,,,,11.269451011760342,4.734752191680122,-0.4635251208791207,0.8962470055294458,1.0280357782856608,-2.9170289855072484,0.04688358589885046,0
2022Q3,-0.1870959554551439,13.81288812238394,-1.2322225882814708,13.179061240762739,-0.2915690743174032,12.628883115964308,6.666135845821549,13.371166878165763,1.7243471849811325,12.957151413176806,6.737963996897131,4.824841047823329,,,-3.099985303646614,4.963543686562405,-0.30323946360441423,1.5303030303030303,-0.09345943974267934,1.5306060606060605,0.8643027048929328,2.308133158823252,-13.072759742018306,4.612226481673216,-0.4935291208791206,0.8408096641789997,0.9725984369352147,-3.317028985507249,0.04305948946044701,0
2022Q4,0.10985086702073033,13.82021646778103,2.3115142530039234,13.210099491708416,-1.8758857300337035,12.618387573299499,-6.624904002955248,13.308341573868493,2.168754128213555,12.987757121607014,1.902960211605484,4.835487941050301,,,-5.364113317186826,4.922896379788249,-0.0744870961801718,2.4453125,0.13541248260580557,2.44609375,2.834035734486112,2.3409401972410113,-13.490187727816775,4.485526491808325,-0.3179431208791206,0.3002447923098084,0.4320335650660234,-3.5503623188405813,0.0408219945202552,0
2023Q1,-0.6195001653533956,13.820251302854379,-3.428758587086098,13.183735014253193,-0.548958950553628,12.62116129842949,0.11423914636928484,13.312907701064468,-7.186081800348811,12.924814470751599,0.3882770071376691,4.842348126266105,,,0.5752216423343215,4.941642422609304,0.007454009589058952,2.773076923076923,0.21715827587503628,2.773076923076923,5.1590928945650925,2.3969978072595604,-9.846551249275684,4.395262866728845,0.04508087912087966,0.3458708798131538,0.4776596525693688,-3.6170289855072477,0.04018178963283176,0
2023Q2,-0.4278026805884656,13.822203112775377,-1.6818051370441767,13.174840071298389,-3.5172058106963484,12.594252554958054,0.369849177991951,13.32002992857667,1.3527070969175252,12.947259708868847,6.691774394509261,4.864967054950337,,,2.553983760453148,4.980176086611547,,,,,,,-4.691192252511127,4.356552831617011,-0.30566212087912037,-0.12173890609304852,0.01004986666316654,-3.8170289855072483,0.03825871211709027,0
2023Q3,-0.5819675650979212,13.82261327385128,-1.3991520189489437,13.168771659524538,1.3903283936241144,12.616419153529822,1.6662761720595742,13.340116426029548,-4.18206998978903,12.91435717611903,-0.7139271495306381,4.869071729774469,,,-4.22846233187777,4.950885289690482,0.28726170189675126,3.8923076923076922,0.49700442972119013,3.8924615384615384,3.2538804527774188,2.4340032928602326,9.713852608215298,4.4618932451124405,-0.16419312087912052,-0.19856528358814243,-0.06677651083192737,-4.017028985507247,0.036331929247390204,0
2023Q4,-0.5732506269337441,13.823110604308825,-0.5044207043840431,13.171650560896335,-1.9863904476160195,12.60481856368919,0.23139066967360006,13.345854068458566,0.43740068932222964,12.927649350160324,1.9223185675153993,4.879767018891217,,,-4.828737067883205,4.915591745409362,0.3856133502483996,4.285714285714286,0.595317616534377,4.285714285714286,1.7534375000340772,2.4560043489334715,-3.913095225333067,4.430964180272387,0.1323038791208795,-0.3723326412961725,-0.24054386853995746,-4.317028985507248,0.03343477608623742,0
2024Q1,-0.6315189242748238,13.82302525179296,-0.5430315968774168,13.174143353343199,-6.753436572622421,12.545547512598493,1.6179191934435255,13.365456996125284,-0.5604383543227361,12.93096313376517,-0.2337761873062809,4.88507207112091,,,2.5126574889560818,4.953712146696635,0.4391847788198282,4.5,0.6488890451058056,4.5,-2.5866796135264716,2.434604233871105,-2.129360863864897,4.417872459047015,0.30997987912087943,-0.2709029978184241,-0.13911422506220905,-4.550362318840582,0.031175617468449796,0
2024Q2,-0.4096225505621638,13.82515886301422,1.078706565130818,13.192853527410145,3.6087813800835327,12.589898641034855,4.500682763348748,13.413887559491053,3.037464115071307,12.970255942063956,1.7550299278360577,4.895349138638459,,,2.8477216442987388,4.995183189537334,0.4391847788198282,4.5,0.6488890451058056,4.5,0.8914398319148029,2.447985313263151,1.2829860649957354,4.438904207110249,0.37766087912087976,-0.4033221763370254,-0.27153340358081035,-4.550362318840582,0.031175617468449796,0
2024Q3,0.2881785233555172,13.834270484974658,-0.31629389949018083,13.197613696830881,2.174401986069481,12.619905975531077,-4.248947750281432,13.374821817720521,1.7004536927940332,12.996178646139969,-1.8573546470845108,4.896595244718707,,,-2.5255560406306063,4.98292145552874,0.4391847788198282,4.5,0.6488890451058056,4.5,1.2467988494239188,2.4649199828302883,-6.5016000324781205,4.382090094198745,0.1992988791208794,-0.33935685665487214,-0.2075680838986571,-4.2503623188405815,0.03407931365286258,0
2024Q4,-0.8053003824720213,13.83244731787682,-1.0099561620319308,13.1954372436262,-0.6664704161083485,12.621504586005521,1.4578454978822453,13.392824008431626,-0.21432940986283644,13.002953519189413,0.3251115538978362,4.903297516301411,,,-3.3070651666545334,4.962844630259907,0.4391847788198282,4.5,0.6488890451058056,4.5,-0.4807715746706967,2.4645789481564795,-7.739983001403876,4.312892151597983,0.4584858791208797,-0.18317833968693023,-0.05138956693071517,-3.917028985507248,0.03729578474369693,0
2025Q1,0.20458807977947457,13.840723035401497,0.11266433626399242,13.204486995404478,-6.36041528910272,12.566163747750021,-1.7987122307305736,13.378260621856603,-2.277230873889737,12.989099377598588,1.5831810833058264,4.913144961707634,,,4.0778909116184305,5.016617365773803,0.4391847788198282,4.5,0.6488890451058056,4.5,-1.3615061559352162,2.4554305676700254,0.7987980365970444,4.32908201937723,0.42225187912087936,-0.44703994278658343,-0.3152511700303684,-3.7170289855072483,0.03922071315328133,0
2025Q2,-0.10780111826880501,13.845874860945692,-0.2418706256309776,13.209991397563806,2.2355703164234035,12.596782765549783,0.2957126725325298,13.38464148431421,-1.1519710549482216,12.986497834197179,1.6417986556606174,4.923138951044745,,,0.993544541916046,5.039546637590676,,,,,,,-11.679067005244296,4.220493236738064,1.0965488791208795,-0.31368730944944967,-0.18189853669323464,-3.483695652173915,0.04146178980759454,0
2025Q3,-0.5119697748556169,13.846984999924018,0.4936533994702642,13.222851039974147,-0.7255723807945408,12.597790356377365,3.4247182152598996,13.422312402199092,0.1588213894560634,12.997004215239812,0.6404716124793404,4.930629622773902,,,-2.079620668189742,5.0317442573064906,0.36910902124407063,4.21969696969697,0.578813287530048,4.21969696969697,0.7881096074174474,2.467778344817098,0.5863897888379228,4.23455902203972,0.8460528791208795,-0.03891444458880791,0.09287432816740715,-3.383695652173915,0.042420715883952055,0
2025Q4,-0.20225125334556737,13.851192324117445,0.2377189411794901,13.23315133780158,6.1259318092860635,12.667312989105753,3.239637183142959,13.458132509762804,2.61245258583571,13.032046908246242,-1.1059462846252948,4.933754249760298,,,-2.4152458754779236,5.020585624949423,0.3141847788198282,4.0,0.5238890451058056,4.0,-0.8790649029919608,2.4634543768600765,-8.929530620612717,4.15346560324687,,-0.030143626106319293,0.10164514664989577,-3.150362318840582,0.04465464054043148,0
2026Q1,,,,,,,,,,,,,,,2.0753698014839497,5.054333149361975,0.3141847788198282,4.0,0.5238890451058056,4.0,-3.5889571239565656,2.432031486693409,22.93169189541516,4.3909844096142985,,,,,,0
2026Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
